"","node","ethcat","agecat","treat","Trade_sex","Group_sex","degree","age.gp1","age.gp2","age.gp3","age.gp4","black","white","other","Tr","NoTr","Trade","NoTrade","Group","NoGroup"
"1441",1441,"white","age.gp3","Tr","NoTrade","NoGroup",5,1,2,1,1,1,4,0,1,4,0,5,3,2
"1442",1442,"white","age.gp3","Tr","NoTrade","NoGroup",10,2,3,3,2,1,9,0,4,6,1,9,5,5
"1443",1443,"white","age.gp3","Tr","NoTrade","NoGroup",7,0,2,0,5,0,7,0,2,5,1,6,5,2
"1444",1444,"white","age.gp3","Tr","NoTrade","NoGroup",7,1,5,0,1,1,3,3,4,3,1,6,4,3
"1445",1445,"white","age.gp1","NoTr","NoTrade","NoGroup",10,9,1,0,0,1,6,3,7,3,3,7,5,5
"1446",1446,"white","age.gp1","NoTr","NoTrade","NoGroup",14,7,3,2,2,0,11,3,6,8,3,11,7,7
"1447",1447,"white","age.gp1","NoTr","NoTrade","NoGroup",10,5,2,3,0,2,6,2,2,8,0,10,5,5
"1448",1448,"white","age.gp1","NoTr","NoTrade","NoGroup",5,2,0,1,2,0,4,1,1,4,1,4,3,2
"1449",1449,"white","age.gp1","NoTr","NoTrade","NoGroup",14,5,4,3,2,4,8,2,4,10,1,13,7,7
"1450",1450,"black","age.gp1","NoTr","NoTrade","NoGroup",6,1,1,2,2,1,5,0,1,5,1,5,5,1
"1451",1451,"black","age.gp1","NoTr","NoTrade","NoGroup",5,3,1,1,0,2,2,1,0,5,0,5,2,3
"1452",1452,"black","age.gp1","NoTr","NoTrade","NoGroup",10,4,4,1,1,6,4,0,2,8,1,9,4,6
"1453",1453,"black","age.gp1","NoTr","NoTrade","NoGroup",5,4,1,0,0,2,2,1,2,3,0,5,1,4
"1454",1454,"black","age.gp1","NoTr","NoTrade","NoGroup",9,6,1,2,0,7,1,1,4,5,4,5,5,4
"1455",1455,"white","age.gp1","NoTr","NoTrade","NoGroup",12,6,2,4,0,1,9,2,4,8,3,9,7,5
"1456",1456,"white","age.gp1","NoTr","NoTrade","NoGroup",9,2,4,1,2,0,8,1,3,6,0,9,6,3
"1457",1457,"white","age.gp1","NoTr","NoTrade","NoGroup",10,6,2,2,0,0,9,1,4,6,0,10,4,6
"1458",1458,"white","age.gp1","NoTr","NoTrade","NoGroup",12,7,1,3,1,1,10,1,2,10,0,12,4,8
"1459",1459,"white","age.gp1","NoTr","NoTrade","NoGroup",8,7,1,0,0,1,5,2,5,3,1,7,3,5
"1460",1460,"white","age.gp1","NoTr","NoTrade","NoGroup",14,4,1,5,4,0,11,3,5,9,1,13,10,4
"1461",1461,"white","age.gp1","NoTr","NoTrade","NoGroup",9,5,0,1,3,0,5,4,4,5,0,9,4,5
"1462",1462,"white","age.gp1","NoTr","NoTrade","NoGroup",8,3,1,2,2,0,6,2,2,6,0,8,5,3
"1463",1463,"white","age.gp1","NoTr","NoTrade","NoGroup",13,6,5,0,2,0,13,0,2,11,0,13,6,7
"1464",1464,"white","age.gp1","NoTr","NoTrade","NoGroup",14,6,2,4,2,1,12,1,4,10,0,14,6,8
"1465",1465,"white","age.gp2","NoTr","Trade","Group",14,1,6,6,1,0,13,1,4,10,0,14,12,2
"1466",1466,"white","age.gp2","NoTr","Trade","Group",19,2,9,4,4,2,16,1,10,9,0,19,13,6
"1467",1467,"white","age.gp2","NoTr","Trade","Group",23,0,12,7,4,1,21,1,10,13,2,21,16,7
"1468",1468,"white","age.gp2","NoTr","Trade","Group",26,3,11,6,6,4,18,4,6,20,3,23,19,7
"1469",1469,"white","age.gp2","NoTr","Trade","Group",24,1,10,8,5,2,22,0,12,12,1,23,22,2
"1470",1470,"white","age.gp1","NoTr","NoTrade","NoGroup",15,6,3,2,4,0,13,2,5,10,2,13,13,2
"1471",1471,"white","age.gp1","NoTr","NoTrade","NoGroup",12,5,4,2,1,0,9,3,6,6,2,10,7,5
"1472",1472,"white","age.gp1","NoTr","NoTrade","NoGroup",7,4,1,2,0,0,6,1,2,5,1,6,2,5
"1473",1473,"white","age.gp1","NoTr","NoTrade","NoGroup",7,6,0,0,1,3,3,1,2,5,2,5,3,4
"1474",1474,"white","age.gp1","NoTr","NoTrade","NoGroup",7,2,2,3,0,0,4,3,2,5,0,7,3,4
"1475",1475,"black","age.gp1","NoTr","NoTrade","NoGroup",8,6,1,0,1,4,2,2,1,7,1,7,2,6
"1476",1476,"black","age.gp1","NoTr","NoTrade","NoGroup",9,4,1,3,1,6,2,1,5,4,1,8,3,6
"1477",1477,"black","age.gp1","NoTr","NoTrade","NoGroup",7,5,1,0,1,3,3,1,1,6,3,4,4,3
"1478",1478,"black","age.gp1","NoTr","NoTrade","NoGroup",10,3,4,1,2,5,4,1,3,7,2,8,5,5
"1479",1479,"black","age.gp1","NoTr","NoTrade","NoGroup",5,1,2,1,1,2,2,1,2,3,2,3,4,1
"1480",1480,"white","age.gp4","NoTr","NoTrade","NoGroup",6,0,2,0,4,0,6,0,4,2,0,6,5,1
"1481",1481,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1482",1482,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1483",1483,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,3,0,1,3,0,1,3,1,3,1,3
"1484",1484,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,1,0,1,0,1,1,1,1,0,2,1,1
"1485",1485,"white","age.gp4","NoTr","NoTrade","NoGroup",6,1,3,1,1,2,4,0,2,4,1,5,5,1
"1486",1486,"white","age.gp4","NoTr","NoTrade","NoGroup",8,0,3,2,3,0,7,1,2,6,0,8,4,4
"1487",1487,"white","age.gp4","NoTr","NoTrade","NoGroup",5,1,2,0,2,0,4,1,2,3,1,4,3,2
"1488",1488,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,1,1,1,2,0,1,2,0,3,3,0
"1489",1489,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1
"1490",1490,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,2,0,0,2,0,0,2,0,2,1,1
"1491",1491,"white","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,0,4,0,5,0,0,5,0,5,3,2
"1492",1492,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,0,2,0,2,0,0,2,0,2,1,1
"1493",1493,"white","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,1,0,1,0,0,1,1,0
"1494",1494,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1495",1495,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"1496",1496,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,1,0
"1497",1497,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,0,2,0,3,0,3,0,0,3,2,1
"1498",1498,"white","age.gp4","NoTr","NoTrade","NoGroup",4,1,1,1,1,0,4,0,2,2,0,4,3,1
"1499",1499,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,2,0,1,0,3,0,0,3,0,3,3,0
"1500",1500,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,0,2,0,2,1,2,1,0,3,1,2
"1501",1501,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0
"1502",1502,"white","age.gp4","NoTr","NoTrade","NoGroup",5,1,2,1,1,1,3,1,0,5,0,5,1,4
"1503",1503,"white","age.gp4","NoTr","NoTrade","NoGroup",4,1,0,2,1,0,4,0,0,4,0,4,4,0
"1504",1504,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0
"1505",1505,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1506",1506,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,0,2,0,3,0,1,2,0,3,0,3
"1507",1507,"white","age.gp4","NoTr","NoTrade","NoGroup",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1508",1508,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,3,1,0,4,0,2,2,0,4,3,1
"1509",1509,"white","age.gp4","NoTr","NoTrade","NoGroup",7,1,1,0,5,1,5,1,1,6,0,7,4,3
"1510",1510,"white","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,0,1,0,1,0,1,0,1
"1511",1511,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,2,0,1,0,3,0,2,1,0,3,3,0
"1512",1512,"black","age.gp4","NoTr","NoTrade","NoGroup",11,1,3,4,3,8,2,1,2,9,2,9,5,6
"1513",1513,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,0,3,2,2,0,1,3,2,2,4,0
"1514",1514,"black","age.gp4","NoTr","NoTrade","NoGroup",5,1,0,1,3,3,1,1,1,4,0,5,4,1
"1515",1515,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"1516",1516,"black","age.gp4","NoTr","NoTrade","NoGroup",2,0,1,0,1,2,0,0,0,2,0,2,0,2
"1517",1517,"black","age.gp4","NoTr","NoTrade","NoGroup",3,1,0,0,2,3,0,0,0,3,0,3,1,2
"1518",1518,"black","age.gp4","NoTr","NoTrade","NoGroup",9,1,0,2,6,4,5,0,2,7,0,9,6,3
"1519",1519,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1
"1520",1520,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,1,0
"1521",1521,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1
"1522",1522,"black","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,1,0,0,1,0,1,1,0
"1523",1523,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,0,1
"1524",1524,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,0,4,5,0,0,1,4,1,4,3,2
"1525",1525,"black","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,0,2,0,2,0,1,1,0,2,2,0
"1526",1526,"black","age.gp4","NoTr","NoTrade","NoGroup",6,0,1,0,5,5,1,0,1,5,2,4,4,2
"1527",1527,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,0,1,1,0,1,0
"1528",1528,"black","age.gp4","NoTr","NoTrade","NoGroup",2,0,1,0,1,1,1,0,1,1,0,2,2,0
"1529",1529,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,0,1,4,3,2,0,0,5,1,4,3,2
"1530",1530,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,0,4,0,5,0,5,0,0,5,5,0
"1531",1531,"black","age.gp4","NoTr","NoTrade","NoGroup",7,0,2,1,4,4,3,0,2,5,0,7,5,2
"1532",1532,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,0,1
"1533",1533,"black","age.gp4","NoTr","NoTrade","NoGroup",8,0,2,1,5,3,5,0,2,6,1,7,6,2
"1534",1534,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,1,2,1,2,0,1,2,0,3,1,2
"1535",1535,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,1,2,2,1,0,1,2,0,3,2,1
"1536",1536,"black","age.gp4","NoTr","NoTrade","NoGroup",6,0,1,3,2,3,3,0,1,5,0,6,4,2
"1537",1537,"black","age.gp4","NoTr","NoTrade","NoGroup",6,0,1,0,5,4,2,0,2,4,0,6,3,3
"1538",1538,"black","age.gp4","NoTr","NoTrade","NoGroup",9,0,4,2,3,2,7,0,1,8,0,9,4,5
"1539",1539,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,1,1,1,2,0,0,3,0,3,3,0
"1540",1540,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,1,2,1,3,0,1,3,0,4,2,2
"1541",1541,"black","age.gp4","NoTr","NoTrade","NoGroup",4,1,2,1,0,3,0,1,2,2,1,3,2,2
"1542",1542,"white","age.gp2","NoTr","NoTrade","NoGroup",7,2,2,1,2,0,4,3,3,4,1,6,2,5
"1543",1543,"white","age.gp2","NoTr","NoTrade","NoGroup",10,1,5,2,2,2,6,2,5,5,0,10,8,2
"1544",1544,"white","age.gp2","NoTr","NoTrade","NoGroup",9,3,2,2,2,0,7,2,4,5,0,9,4,5
"1545",1545,"white","age.gp2","NoTr","NoTrade","NoGroup",10,0,6,3,1,0,10,0,5,5,1,9,9,1
"1546",1546,"white","age.gp2","NoTr","NoTrade","NoGroup",9,2,2,3,2,0,9,0,3,6,1,8,7,2
"1547",1547,"white","age.gp3","NoTr","NoTrade","Group",16,0,5,7,4,0,16,0,7,9,0,16,13,3
"1548",1548,"white","age.gp3","NoTr","NoTrade","Group",19,1,8,2,8,4,11,4,11,8,1,18,12,7
"1549",1549,"white","age.gp3","NoTr","NoTrade","Group",18,1,6,5,6,0,15,3,7,11,1,17,13,5
"1550",1550,"white","age.gp3","NoTr","NoTrade","Group",17,4,6,3,4,4,12,1,5,12,0,17,12,5
"1551",1551,"white","age.gp3","NoTr","NoTrade","Group",12,1,4,4,3,2,10,0,5,7,1,11,7,5
"1552",1552,"white","age.gp3","NoTr","NoTrade","Group",18,0,5,9,4,3,15,0,10,8,1,17,14,4
"1553",1553,"white","age.gp3","NoTr","NoTrade","Group",14,1,5,7,1,0,14,0,5,9,2,12,12,2
"1554",1554,"white","age.gp3","NoTr","NoTrade","Group",24,1,11,5,7,4,18,2,11,13,2,22,14,10
"1555",1555,"white","age.gp3","NoTr","NoTrade","Group",19,3,7,6,3,1,16,2,8,11,0,19,13,6
"1556",1556,"white","age.gp3","NoTr","NoTrade","Group",25,4,9,8,4,1,19,5,9,16,2,23,18,7
"1557",1557,"white","age.gp3","NoTr","NoTrade","Group",16,1,6,5,4,5,8,3,6,10,1,15,11,5
"1558",1558,"white","age.gp3","NoTr","NoTrade","Group",18,3,4,5,6,0,17,1,12,6,1,17,12,6
"1559",1559,"white","age.gp3","NoTr","NoTrade","Group",15,1,7,4,3,1,12,2,11,4,0,15,9,6
"1560",1560,"white","age.gp3","NoTr","NoTrade","Group",16,3,5,6,2,0,14,2,7,9,2,14,12,4
"1561",1561,"white","age.gp3","NoTr","NoTrade","Group",13,1,6,5,1,1,11,1,3,10,2,11,7,6
"1562",1562,"white","age.gp4","Tr","NoTrade","Group",10,0,2,3,5,0,10,0,4,6,0,10,8,2
"1563",1563,"white","age.gp4","Tr","NoTrade","Group",12,2,3,2,5,2,9,1,2,10,0,12,9,3
"1564",1564,"white","age.gp4","Tr","NoTrade","Group",15,0,3,2,10,2,12,1,4,11,0,15,9,6
"1565",1565,"white","age.gp4","Tr","NoTrade","Group",8,0,2,1,5,1,7,0,3,5,0,8,6,2
"1566",1566,"white","age.gp4","Tr","NoTrade","Group",10,0,3,3,4,2,8,0,2,8,0,10,6,4
"1567",1567,"white","age.gp4","Tr","NoTrade","Group",5,1,1,1,2,0,4,1,1,4,1,4,4,1
"1568",1568,"white","age.gp4","Tr","NoTrade","Group",16,0,3,4,9,3,12,1,3,13,4,12,9,7
"1569",1569,"white","age.gp4","Tr","NoTrade","Group",15,0,0,2,13,1,14,0,7,8,1,14,13,2
"1570",1570,"white","age.gp4","Tr","NoTrade","Group",10,0,3,1,6,3,7,0,3,7,2,8,8,2
"1571",1571,"white","age.gp4","Tr","NoTrade","Group",15,1,5,2,7,1,13,1,5,10,1,14,8,7
"1572",1572,"white","age.gp4","Tr","NoTrade","Group",10,0,3,2,5,1,9,0,4,6,1,9,6,4
"1573",1573,"white","age.gp4","Tr","NoTrade","Group",17,1,4,3,9,1,15,1,6,11,2,15,15,2
"1574",1574,"white","age.gp4","Tr","NoTrade","Group",16,1,2,3,10,3,13,0,4,12,1,15,9,7
"1575",1575,"white","age.gp4","Tr","NoTrade","Group",10,0,2,3,5,1,9,0,3,7,1,9,8,2
"1576",1576,"white","age.gp4","Tr","NoTrade","Group",20,1,3,5,11,2,15,3,2,18,3,17,11,9
"1577",1577,"white","age.gp4","Tr","NoTrade","Group",14,0,2,4,8,4,10,0,4,10,0,14,7,7
"1578",1578,"white","age.gp4","Tr","NoTrade","Group",10,1,2,2,5,2,7,1,1,9,1,9,3,7
"1579",1579,"white","age.gp4","Tr","NoTrade","Group",10,0,3,3,4,1,9,0,3,7,2,8,9,1
"1580",1580,"white","age.gp4","Tr","NoTrade","Group",11,1,1,4,5,3,7,1,1,10,1,10,8,3
"1581",1581,"white","age.gp4","Tr","NoTrade","Group",14,1,6,4,3,0,13,1,4,10,1,13,10,4
"1582",1582,"white","age.gp4","Tr","NoTrade","Group",9,1,2,1,5,0,9,0,4,5,1,8,5,4
"1583",1583,"white","age.gp4","Tr","NoTrade","Group",11,2,6,1,2,0,8,3,5,6,0,11,6,5
"1584",1584,"white","age.gp4","Tr","NoTrade","Group",19,1,3,4,11,0,17,2,6,13,2,17,13,6
"1585",1585,"white","age.gp4","Tr","NoTrade","Group",13,0,2,2,9,1,12,0,5,8,2,11,12,1
"1586",1586,"white","age.gp4","Tr","NoTrade","Group",15,4,0,1,10,0,13,2,6,9,2,13,13,2
"1587",1587,"white","age.gp4","Tr","NoTrade","Group",17,4,1,5,7,0,17,0,8,9,1,16,12,5
"1588",1588,"white","age.gp4","Tr","NoTrade","Group",11,1,1,3,6,1,9,1,2,9,2,9,8,3
"1589",1589,"white","age.gp4","Tr","NoTrade","Group",13,1,5,1,6,2,10,1,4,9,0,13,8,5
"1590",1590,"white","age.gp4","Tr","NoTrade","Group",12,0,3,2,7,1,11,0,4,8,2,10,9,3
"1591",1591,"white","age.gp4","Tr","NoTrade","Group",8,2,2,2,2,0,7,1,2,6,0,8,4,4
"1592",1592,"white","age.gp4","Tr","NoTrade","Group",11,0,4,0,7,0,11,0,6,5,0,11,6,5
"1593",1593,"white","age.gp4","Tr","NoTrade","Group",11,1,0,4,6,3,8,0,1,10,1,10,7,4
"1594",1594,"black","age.gp1","Tr","Trade","NoGroup",3,1,2,0,0,0,1,2,0,3,0,3,1,2
"1595",1595,"black","age.gp1","Tr","Trade","NoGroup",10,7,1,0,2,6,3,1,3,7,2,8,3,7
"1596",1596,"black","age.gp1","Tr","Trade","NoGroup",11,2,2,4,3,7,4,0,2,9,1,10,6,5
"1597",1597,"black","age.gp1","Tr","Trade","NoGroup",10,8,1,1,0,5,3,2,4,6,1,9,3,7
"1598",1598,"black","age.gp1","Tr","Trade","NoGroup",7,4,3,0,0,4,2,1,2,5,0,7,3,4
"1599",1599,"white","age.gp2","Tr","NoTrade","NoGroup",11,0,4,5,2,1,9,1,7,4,1,10,10,1
"1600",1600,"white","age.gp2","Tr","NoTrade","NoGroup",15,0,7,7,1,1,13,1,8,7,1,14,10,5
"1601",1601,"white","age.gp2","Tr","NoTrade","NoGroup",15,2,6,2,5,1,14,0,7,8,4,11,10,5
"1602",1602,"white","age.gp2","Tr","NoTrade","NoGroup",10,2,4,1,3,0,9,1,4,6,1,9,6,4
"1603",1603,"white","age.gp2","Tr","NoTrade","NoGroup",16,0,8,5,3,1,14,1,8,8,0,16,10,6
"1604",1604,"white","age.gp3","Tr","NoTrade","NoGroup",10,1,3,4,2,0,10,0,3,7,1,9,4,6
"1605",1605,"white","age.gp3","Tr","NoTrade","NoGroup",8,1,4,1,2,1,7,0,3,5,1,7,4,4
"1606",1606,"white","age.gp3","Tr","NoTrade","NoGroup",6,2,3,0,1,0,5,1,0,6,0,6,3,3
"1607",1607,"white","age.gp3","Tr","NoTrade","NoGroup",4,2,0,2,0,0,4,0,3,1,2,2,2,2
"1608",1608,"white","age.gp3","Tr","NoTrade","NoGroup",12,1,5,2,4,0,8,4,4,8,1,11,8,4
"1609",1609,"white","age.gp3","Tr","NoTrade","NoGroup",9,1,3,2,3,2,7,0,5,4,1,8,6,3
"1610",1610,"white","age.gp3","Tr","NoTrade","NoGroup",8,1,0,4,3,0,7,1,3,5,0,8,5,3
"1611",1611,"white","age.gp3","Tr","NoTrade","NoGroup",5,1,3,1,0,0,3,2,2,3,0,5,2,3
"1612",1612,"white","age.gp3","Tr","NoTrade","NoGroup",7,2,0,3,2,0,7,0,2,5,0,7,5,2
"1613",1613,"white","age.gp3","Tr","NoTrade","NoGroup",6,1,2,3,0,1,4,1,2,4,0,6,4,2
"1614",1614,"white","age.gp3","Tr","NoTrade","NoGroup",12,2,3,6,1,1,9,2,2,10,2,10,9,3
"1615",1615,"white","age.gp3","Tr","NoTrade","NoGroup",5,2,2,1,0,0,5,0,2,3,0,5,3,2
"1616",1616,"white","age.gp3","Tr","NoTrade","NoGroup",11,4,4,2,1,1,8,2,3,8,0,11,3,8
"1617",1617,"white","age.gp3","Tr","NoTrade","NoGroup",12,0,5,3,4,2,9,1,4,8,1,11,8,4
"1618",1618,"white","age.gp3","Tr","NoTrade","NoGroup",5,1,4,0,0,0,5,0,1,4,0,5,4,1
"1619",1619,"white","age.gp2","Tr","NoTrade","Group",23,4,14,4,1,2,19,2,10,13,1,22,12,11
"1620",1620,"white","age.gp2","Tr","NoTrade","Group",18,2,11,1,4,1,15,2,7,11,2,16,13,5
"1621",1621,"white","age.gp2","Tr","NoTrade","Group",20,3,7,8,2,1,18,1,6,14,2,18,12,8
"1622",1622,"white","age.gp2","Tr","NoTrade","Group",25,3,14,5,3,3,19,3,9,16,2,23,18,7
"1623",1623,"white","age.gp2","Tr","NoTrade","Group",19,1,7,7,4,3,16,0,4,15,1,18,13,6
"1624",1624,"white","age.gp1","NoTr","NoTrade","NoGroup",13,8,2,3,0,3,8,2,2,11,0,13,6,7
"1625",1625,"white","age.gp1","NoTr","NoTrade","NoGroup",9,5,3,1,0,0,7,2,2,7,1,8,2,7
"1626",1626,"white","age.gp1","NoTr","NoTrade","NoGroup",6,2,2,1,1,1,5,0,0,6,1,5,3,3
"1627",1627,"white","age.gp1","NoTr","NoTrade","NoGroup",16,8,2,6,0,3,10,3,7,9,2,14,10,6
"1628",1628,"white","age.gp1","NoTr","NoTrade","NoGroup",7,4,0,3,0,0,6,1,0,7,2,5,5,2
"1629",1629,"white","age.gp1","NoTr","NoTrade","NoGroup",8,3,1,2,2,1,7,0,2,6,1,7,4,4
"1630",1630,"white","age.gp1","NoTr","NoTrade","NoGroup",18,9,7,2,0,2,12,4,6,12,3,15,11,7
"1631",1631,"white","age.gp1","NoTr","NoTrade","NoGroup",12,6,3,2,1,1,9,2,5,7,2,10,6,6
"1632",1632,"white","age.gp1","NoTr","NoTrade","NoGroup",6,1,1,2,2,1,5,0,0,6,1,5,3,3
"1633",1633,"white","age.gp1","NoTr","NoTrade","NoGroup",7,4,0,1,2,0,7,0,1,6,2,5,2,5
"1634",1634,"black","age.gp1","Tr","NoTrade","NoGroup",10,3,2,4,1,6,4,0,4,6,1,9,4,6
"1635",1635,"black","age.gp1","Tr","NoTrade","NoGroup",4,2,1,1,0,3,1,0,0,4,1,3,2,2
"1636",1636,"black","age.gp1","Tr","NoTrade","NoGroup",10,6,1,2,1,6,3,1,3,7,1,9,4,6
"1637",1637,"black","age.gp1","Tr","NoTrade","NoGroup",15,8,1,3,3,8,6,1,2,13,3,12,7,8
"1638",1638,"black","age.gp1","Tr","NoTrade","NoGroup",6,4,1,0,1,2,4,0,1,5,1,5,2,4
"1639",1639,"other","age.gp2","NoTr","NoTrade","NoGroup",8,1,3,3,1,1,7,0,2,6,0,8,3,5
"1640",1640,"other","age.gp2","NoTr","NoTrade","NoGroup",3,0,2,1,0,0,3,0,1,2,0,3,2,1
"1641",1641,"other","age.gp2","NoTr","NoTrade","NoGroup",6,0,4,2,0,0,6,0,4,2,1,5,4,2
"1642",1642,"other","age.gp2","NoTr","NoTrade","NoGroup",3,0,1,0,2,0,3,0,1,2,0,3,1,2
"1643",1643,"other","age.gp2","NoTr","NoTrade","NoGroup",8,2,2,2,2,0,7,1,3,5,1,7,3,5
"1644",1644,"other","age.gp2","NoTr","NoTrade","NoGroup",2,1,1,0,0,0,2,0,0,2,0,2,1,1
"1645",1645,"other","age.gp2","NoTr","NoTrade","NoGroup",2,0,1,1,0,1,1,0,2,0,0,2,1,1
"1646",1646,"other","age.gp2","NoTr","NoTrade","NoGroup",3,0,1,2,0,1,2,0,1,2,1,2,3,0
"1647",1647,"other","age.gp2","NoTr","NoTrade","NoGroup",3,0,1,0,2,0,3,0,1,2,0,3,2,1
"1648",1648,"other","age.gp2","NoTr","NoTrade","NoGroup",4,0,3,1,0,0,4,0,0,4,0,4,3,1
"1649",1649,"other","age.gp2","NoTr","NoTrade","NoGroup",6,0,3,0,3,0,6,0,2,4,0,6,4,2
"1650",1650,"other","age.gp2","NoTr","NoTrade","NoGroup",3,0,1,1,1,1,2,0,2,1,0,3,2,1
"1651",1651,"other","age.gp2","NoTr","NoTrade","NoGroup",6,0,3,1,2,2,4,0,3,3,0,6,3,3
"1652",1652,"other","age.gp2","NoTr","NoTrade","NoGroup",2,0,2,0,0,0,2,0,0,2,1,1,2,0
"1653",1653,"other","age.gp2","NoTr","NoTrade","NoGroup",3,0,0,2,1,0,3,0,0,3,0,3,2,1
"1654",1654,"other","age.gp2","NoTr","NoTrade","NoGroup",3,0,2,0,1,0,3,0,1,2,0,3,3,0
"1655",1655,"other","age.gp2","NoTr","NoTrade","NoGroup",5,0,1,3,1,1,4,0,1,4,0,5,2,3
"1656",1656,"other","age.gp2","NoTr","NoTrade","NoGroup",6,0,3,3,0,0,6,0,3,3,0,6,5,1
"1657",1657,"other","age.gp2","NoTr","NoTrade","NoGroup",7,0,4,2,1,2,5,0,3,4,1,6,6,1
"1658",1658,"other","age.gp2","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,1,0
"1659",1659,"other","age.gp2","NoTr","NoTrade","NoGroup",3,0,3,0,0,0,3,0,2,1,0,3,1,2
"1660",1660,"other","age.gp2","NoTr","NoTrade","NoGroup",4,1,1,1,1,1,3,0,0,4,1,3,3,1
"1661",1661,"other","age.gp2","NoTr","NoTrade","NoGroup",6,0,1,2,3,1,5,0,3,3,0,6,4,2
"1662",1662,"other","age.gp2","NoTr","NoTrade","NoGroup",5,0,4,0,1,0,4,1,2,3,0,5,4,1
"1663",1663,"other","age.gp2","NoTr","NoTrade","NoGroup",3,0,2,0,1,0,3,0,2,1,0,3,2,1
"1664",1664,"other","age.gp2","NoTr","NoTrade","NoGroup",9,1,4,3,1,0,8,1,6,3,0,9,6,3
"1665",1665,"other","age.gp2","NoTr","NoTrade","NoGroup",7,0,3,1,3,2,5,0,2,5,1,6,2,5
"1666",1666,"black","age.gp1","Tr","Trade","Group",17,7,4,4,2,8,6,3,3,14,2,15,3,14
"1667",1667,"black","age.gp1","Tr","Trade","Group",16,3,2,9,2,6,8,2,4,12,4,12,10,6
"1668",1668,"black","age.gp1","Tr","Trade","Group",15,6,2,1,6,9,3,3,4,11,1,14,6,9
"1669",1669,"black","age.gp1","Tr","Trade","Group",15,7,4,3,1,6,8,1,4,11,1,14,5,10
"1670",1670,"black","age.gp1","Tr","Trade","Group",14,4,5,2,3,8,4,2,5,9,3,11,4,10
"1671",1671,"white","age.gp2","Tr","NoTrade","NoGroup",8,0,6,0,2,0,6,2,2,6,1,7,4,4
"1672",1672,"white","age.gp2","Tr","NoTrade","NoGroup",11,0,8,1,2,1,10,0,4,7,0,11,10,1
