,Unnamed: 0,node,ethcat,agecat,treat,Trade_sex,Group_sex,degree,age.gp1,age.gp2,age.gp3,age.gp4,black,white,other,Tr,NoTr,Trade,NoTrade,Group,NoGroup
730,731,731,black,age.gp4,NoTr,NoTrade,NoGroup,5,0,2,3,0,2,3,0,2,3,0,5,4,1
1207,1208,1208,white,age.gp4,NoTr,NoTrade,NoGroup,4,1,1,1,1,0,4,0,3,1,0,4,2,2
1639,1640,1640,other,age.gp2,NoTr,NoTrade,NoGroup,3,0,2,1,0,0,3,0,1,2,0,3,2,1
1940,1941,1941,white,age.gp4,NoTr,NoTrade,Group,7,0,2,2,3,2,4,1,2,5,0,7,3,4
2112,2113,2113,white,age.gp2,NoTr,NoTrade,NoGroup,12,2,6,2,2,2,9,1,5,7,1,11,7,5
2122,2123,2123,white,age.gp3,NoTr,NoTrade,Group,23,2,9,5,7,1,17,5,8,15,1,22,12,11
2126,2127,2127,white,age.gp3,NoTr,NoTrade,Group,14,1,6,3,4,2,11,1,8,6,0,14,8,6
2325,2326,2326,white,age.gp3,Tr,NoTrade,Group,22,1,4,12,5,3,18,1,7,15,2,20,15,7
2810,2811,2811,other,age.gp2,NoTr,NoTrade,NoGroup,2,0,0,1,1,0,2,0,1,1,0,2,1,1
191,192,192,white,age.gp2,Tr,NoTrade,NoGroup,8,0,7,0,1,1,6,1,1,7,0,8,4,4
2435,2436,2436,white,age.gp4,NoTr,NoTrade,NoGroup,3,1,1,0,1,0,3,0,3,0,1,2,2,1
864,865,865,other,age.gp2,Tr,NoTrade,Group,6,0,4,2,0,0,6,0,2,4,1,5,4,2
1203,1204,1204,white,age.gp4,Tr,NoTrade,NoGroup,7,0,3,0,4,0,7,0,1,6,0,7,4,3
1648,1649,1649,other,age.gp2,NoTr,NoTrade,NoGroup,6,0,3,0,3,0,6,0,2,4,0,6,4,2
2246,2247,2247,white,age.gp4,Tr,NoTrade,Group,11,0,4,4,3,0,11,0,5,6,0,11,9,2
2319,2320,2320,white,age.gp2,NoTr,NoTrade,NoGroup,10,1,5,3,1,2,8,0,4,6,0,10,3,7
193,194,194,white,age.gp2,Tr,NoTrade,NoGroup,14,1,8,2,3,3,11,0,2,12,3,11,8,6
652,653,653,black,age.gp2,NoTr,NoTrade,NoGroup,7,0,4,3,0,3,4,0,1,6,0,7,3,4
1231,1232,1232,white,age.gp4,NoTr,NoTrade,NoGroup,7,0,3,3,1,0,7,0,4,3,0,7,6,1
2215,2216,2216,black,age.gp4,NoTr,Trade,Group,7,1,1,2,3,3,3,1,1,6,0,7,2,5
2393,2394,2394,black,age.gp2,NoTr,NoTrade,NoGroup,8,1,3,2,2,6,2,0,2,6,2,6,4,4
2599,2600,2600,white,age.gp3,NoTr,NoTrade,Group,17,1,8,4,4,0,16,1,9,8,0,17,12,5
2646,2647,2647,white,age.gp1,NoTr,NoTrade,NoGroup,7,4,2,0,1,0,4,3,3,4,2,5,3,4
1273,1274,1274,white,age.gp4,NoTr,NoTrade,Group,14,2,5,3,4,1,12,1,4,10,0,14,9,5
1279,1280,1280,white,age.gp4,NoTr,NoTrade,Group,10,0,5,1,4,1,9,0,8,2,1,9,7,3
2146,2147,2147,other,age.gp2,NoTr,NoTrade,NoGroup,6,0,2,4,0,2,4,0,4,2,2,4,4,2
2313,2314,2314,white,age.gp2,Tr,NoTrade,NoGroup,9,0,4,2,3,1,8,0,4,5,0,9,5,4
2414,2415,2415,white,age.gp3,NoTr,Trade,Group,13,2,5,4,2,2,10,1,6,7,0,13,5,8
2833,2834,2834,white,age.gp2,Tr,NoTrade,NoGroup,10,0,5,2,3,1,8,1,3,7,0,10,5,5
832,833,833,white,age.gp3,NoTr,NoTrade,NoGroup,8,2,3,3,0,1,6,1,3,5,1,7,2,6
1448,1449,1449,white,age.gp1,NoTr,NoTrade,NoGroup,14,5,4,3,2,4,8,2,4,10,1,13,7,7
2526,2527,2527,white,age.gp2,NoTr,NoTrade,Group,18,2,8,3,5,0,17,1,10,8,1,17,10,8
2702,2703,2703,white,age.gp4,NoTr,NoTrade,Group,7,0,2,0,5,1,5,1,3,4,0,7,3,4
2714,2715,2715,white,age.gp4,NoTr,NoTrade,Group,10,0,4,2,4,0,8,2,6,4,0,10,5,5
2771,2772,2772,white,age.gp1,NoTr,NoTrade,NoGroup,15,5,4,4,2,2,13,0,14,1,0,15,7,8
1672,1673,1673,white,age.gp2,Tr,NoTrade,NoGroup,6,0,2,1,3,1,4,1,3,3,0,6,4,2
199,200,200,other,age.gp2,Tr,NoTrade,NoGroup,4,1,0,1,2,0,3,1,0,4,1,3,4,0
2699,2700,2700,white,age.gp4,NoTr,NoTrade,Group,8,0,3,3,2,2,5,1,3,5,0,8,3,5
200,201,201,other,age.gp2,Tr,NoTrade,NoGroup,6,0,0,3,3,1,5,0,2,4,1,5,5,1
1734,1735,1735,white,age.gp3,Tr,NoTrade,Group,18,4,7,3,4,4,12,2,6,12,3,15,10,8
2593,2594,2594,white,age.gp3,NoTr,NoTrade,Group,21,0,9,6,6,3,15,3,8,13,1,20,14,7
2945,2946,2946,white,age.gp4,NoTr,NoTrade,Group,8,0,3,1,4,1,6,1,4,4,1,7,6,2
202,203,203,other,age.gp2,Tr,NoTrade,NoGroup,3,0,0,2,1,1,2,0,0,3,0,3,2,1
2590,2591,2591,white,age.gp3,NoTr,NoTrade,Group,13,2,6,3,2,2,8,3,6,7,1,12,8,5
2688,2689,2689,black,age.gp3,NoTr,NoTrade,NoGroup,5,0,2,2,1,2,1,2,2,3,1,4,2,3
1229,1230,1230,white,age.gp4,NoTr,NoTrade,NoGroup,9,0,2,2,5,0,8,1,5,4,0,9,4,5
2104,2105,2105,white,age.gp2,Tr,NoTrade,Group,14,0,7,3,4,1,11,2,8,6,0,14,8,6
204,205,205,other,age.gp2,Tr,NoTrade,NoGroup,7,1,1,3,2,1,6,0,2,5,0,7,3,4
1011,1012,1012,white,age.gp1,Tr,NoTrade,NoGroup,16,14,1,0,1,1,10,5,5,11,0,16,1,15
2679,2680,2680,black,age.gp3,NoTr,NoTrade,NoGroup,6,1,3,2,0,2,1,3,3,3,0,6,2,4
2752,2753,2753,white,age.gp3,NoTr,NoTrade,NoGroup,9,2,3,2,2,0,8,1,3,6,0,9,4,5
205,206,206,other,age.gp2,Tr,NoTrade,NoGroup,3,0,1,1,1,0,3,0,1,2,0,3,1,2
1317,1318,1318,white,age.gp2,NoTr,NoTrade,NoGroup,6,0,1,2,3,1,4,1,1,5,0,6,2,4
2614,2615,2615,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,0,1,1,0,0,1,0,1
206,207,207,other,age.gp2,Tr,NoTrade,NoGroup,3,0,3,0,0,0,3,0,2,1,0,3,2,1
1718,1719,1719,white,age.gp2,NoTr,NoTrade,Group,21,2,12,4,3,1,14,6,4,17,1,20,12,9
2829,2830,2830,white,age.gp2,Tr,NoTrade,NoGroup,17,0,12,1,4,1,13,3,7,10,0,17,10,7
2955,2956,2956,white,age.gp2,Tr,NoTrade,Group,13,0,6,4,3,0,9,4,5,8,0,13,12,1
207,208,208,other,age.gp2,Tr,NoTrade,NoGroup,4,0,2,1,1,1,3,0,2,2,0,4,4,0
2266,2267,2267,white,age.gp4,Tr,NoTrade,Group,5,1,2,2,0,0,4,1,3,2,0,5,1,4
2867,2868,2868,white,age.gp2,Tr,NoTrade,Group,32,4,15,7,6,3,23,6,10,22,2,30,18,14
209,210,210,other,age.gp2,Tr,NoTrade,NoGroup,8,1,3,2,2,0,8,0,2,6,0,8,3,5
2708,2709,2709,white,age.gp4,NoTr,NoTrade,Group,6,0,1,1,4,0,5,1,2,4,0,6,4,2
210,211,211,other,age.gp2,Tr,NoTrade,NoGroup,3,0,0,1,2,1,2,0,0,3,0,3,0,3
1236,1237,1237,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,4,0,1,0,4,1,2,3,0,5,3,2
1390,1391,1391,black,age.gp3,NoTr,NoTrade,NoGroup,7,1,2,4,0,6,0,1,2,5,1,6,2,5
211,212,212,other,age.gp2,Tr,NoTrade,NoGroup,6,1,2,3,0,0,6,0,4,2,1,5,5,1
1607,1608,1608,white,age.gp3,Tr,NoTrade,NoGroup,12,1,5,2,4,0,8,4,4,8,1,11,8,4
1010,1011,1011,white,age.gp1,Tr,NoTrade,NoGroup,6,2,4,0,0,0,4,2,2,4,1,5,4,2
2877,2878,2878,white,age.gp1,NoTr,NoTrade,NoGroup,14,8,4,2,0,0,10,4,6,8,1,13,7,7
213,214,214,other,age.gp2,Tr,NoTrade,NoGroup,2,0,1,1,0,0,2,0,1,1,0,2,2,0
2066,2067,2067,white,age.gp3,Tr,NoTrade,Group,18,3,7,4,4,1,15,2,7,11,0,18,10,8
215,216,216,other,age.gp2,Tr,NoTrade,NoGroup,2,0,0,2,0,0,2,0,0,2,1,1,2,0
216,217,217,other,age.gp2,Tr,NoTrade,NoGroup,3,1,1,1,0,0,3,0,3,0,0,3,2,1
2312,2313,2313,white,age.gp2,Tr,NoTrade,NoGroup,13,1,9,0,3,2,9,2,6,7,0,13,9,4
217,218,218,other,age.gp2,Tr,NoTrade,NoGroup,4,0,1,3,0,1,3,0,1,3,1,3,2,2
823,824,824,white,age.gp3,NoTr,NoTrade,NoGroup,6,1,3,2,0,0,5,1,4,2,0,6,4,2
218,219,219,other,age.gp2,Tr,NoTrade,NoGroup,2,0,0,1,1,0,2,0,2,0,0,2,2,0
1793,1794,1794,white,age.gp4,Tr,NoTrade,Group,15,1,4,2,8,0,12,3,6,9,1,14,8,7
220,221,221,other,age.gp2,Tr,NoTrade,NoGroup,5,0,2,1,2,1,4,0,0,5,1,4,4,1
840,841,841,white,age.gp2,NoTr,NoTrade,Group,24,0,15,6,3,3,19,2,12,12,1,23,13,11
1465,1466,1466,white,age.gp2,NoTr,Trade,Group,19,2,9,4,4,2,16,1,10,9,0,19,13,6
2090,2091,2091,black,age.gp3,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,0,1,1,0,0,1,0,1
221,222,222,other,age.gp2,Tr,NoTrade,NoGroup,4,0,3,0,1,0,4,0,2,2,0,4,1,3
332,333,333,white,age.gp2,Tr,NoTrade,NoGroup,11,0,6,3,2,1,7,3,5,6,1,10,5,6
1499,1500,1500,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,0,2,0,2,1,2,1,0,3,1,2
222,223,223,other,age.gp2,Tr,NoTrade,NoGroup,4,0,2,1,1,0,4,0,2,2,0,4,3,1
1040,1041,1041,black,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,2,1,3,1,0,1,3,0,4,2,2
2218,2219,2219,black,age.gp4,NoTr,Trade,Group,12,0,5,3,4,7,5,0,2,10,1,11,5,7
2371,2372,2372,black,age.gp2,NoTr,NoTrade,NoGroup,11,1,5,3,2,6,4,1,3,8,1,10,6,5
224,225,225,black,age.gp2,NoTr,NoTrade,NoGroup,3,1,1,1,0,1,1,1,1,2,0,3,3,0
225,226,226,black,age.gp2,NoTr,NoTrade,NoGroup,13,1,7,3,2,7,6,0,3,10,3,10,6,7
334,335,335,white,age.gp2,Tr,NoTrade,NoGroup,17,3,6,0,8,1,13,3,4,13,1,16,13,4
1307,1308,1308,white,age.gp2,Tr,NoTrade,NoGroup,9,1,6,0,2,3,6,0,1,8,0,9,5,4
1453,1454,1454,black,age.gp1,NoTr,NoTrade,NoGroup,9,6,1,2,0,7,1,1,4,5,4,5,5,4
2107,2108,2108,white,age.gp2,NoTr,NoTrade,NoGroup,9,1,3,2,3,2,6,1,3,6,0,9,4,5
2231,2232,2232,black,age.gp4,NoTr,Trade,Group,7,0,1,3,3,3,4,0,3,4,0,7,3,4
2837,2838,2838,black,age.gp2,NoTr,NoTrade,NoGroup,7,0,5,0,2,3,4,0,3,4,0,7,3,4
1066,1067,1067,white,age.gp4,NoTr,NoTrade,Group,11,1,4,2,4,2,7,2,3,8,2,9,5,6
1840,1841,1841,black,age.gp3,NoTr,NoTrade,NoGroup,11,0,4,4,3,5,5,1,4,7,2,9,4,7
1267,1268,1268,black,age.gp3,NoTr,NoTrade,NoGroup,8,1,4,2,1,4,4,0,3,5,1,7,4,4
1876,1877,1877,other,age.gp1,NoTr,NoTrade,Group,9,4,1,0,4,2,7,0,1,8,1,8,3,6
1962,1963,1963,white,age.gp4,NoTr,NoTrade,Group,10,0,4,3,3,1,8,1,3,7,0,10,5,5
2753,2754,2754,white,age.gp3,NoTr,NoTrade,NoGroup,10,2,5,2,1,1,8,1,5,5,1,9,5,5
1302,1303,1303,white,age.gp4,NoTr,NoTrade,Group,13,0,6,1,6,0,12,1,5,8,0,13,9,4
1846,1847,1847,black,age.gp3,NoTr,NoTrade,NoGroup,4,0,3,1,0,3,1,0,1,3,0,4,1,3
2396,2397,2397,white,age.gp3,NoTr,NoTrade,NoGroup,10,1,3,2,4,0,10,0,4,6,0,10,8,2
2426,2427,2427,white,age.gp4,NoTr,NoTrade,NoGroup,6,1,1,0,4,0,6,0,3,3,0,6,5,1
2651,2652,2652,white,age.gp2,NoTr,NoTrade,Group,21,0,14,5,2,2,18,1,10,11,1,20,13,8
2732,2733,2733,black,age.gp3,NoTr,NoTrade,NoGroup,7,1,3,1,2,1,6,0,4,3,0,7,6,1
2795,2796,2796,white,age.gp2,Tr,NoTrade,NoGroup,7,0,6,0,1,0,6,1,4,3,0,7,5,2
2844,2845,2845,black,age.gp3,NoTr,NoTrade,Group,14,2,6,2,4,8,5,1,4,10,4,10,7,7
2961,2962,2962,white,age.gp2,NoTr,NoTrade,Group,25,3,12,5,5,2,20,3,9,16,2,23,17,8
648,649,649,other,age.gp1,NoTr,Trade,Group,4,1,1,1,1,1,3,0,2,2,0,4,2,2
870,871,871,other,age.gp2,Tr,NoTrade,Group,4,0,3,1,0,1,3,0,2,2,0,4,2,2
875,876,876,white,age.gp3,NoTr,Trade,Group,15,3,7,4,1,1,13,1,11,4,1,14,10,5
939,940,940,white,age.gp3,NoTr,NoTrade,NoGroup,10,3,5,0,2,2,6,2,5,5,3,7,6,4
1873,1874,1874,other,age.gp1,NoTr,NoTrade,Group,7,1,3,2,1,0,7,0,2,5,0,7,7,0
1927,1928,1928,other,age.gp2,NoTr,NoTrade,NoGroup,2,0,2,0,0,0,2,0,2,0,0,2,1,1
2647,2648,2648,white,age.gp2,NoTr,NoTrade,Group,17,0,8,5,4,1,14,2,8,9,1,16,14,3
2701,2702,2702,white,age.gp4,NoTr,NoTrade,Group,9,1,3,1,4,0,8,1,2,7,1,8,7,2
2741,2742,2742,white,age.gp2,Tr,NoTrade,Group,22,2,7,7,6,2,18,2,10,12,0,22,15,7
2820,2821,2821,other,age.gp2,NoTr,NoTrade,NoGroup,6,0,3,2,1,1,5,0,4,2,2,4,4,2
827,828,828,white,age.gp3,NoTr,NoTrade,NoGroup,6,2,1,1,2,1,4,1,2,4,0,6,2,4
863,864,864,other,age.gp2,Tr,NoTrade,Group,7,0,2,2,3,2,5,0,3,4,1,6,6,1
891,892,892,other,age.gp1,Tr,NoTrade,NoGroup,3,0,3,0,0,1,2,0,3,0,1,2,3,0
1196,1197,1197,white,age.gp4,Tr,NoTrade,NoGroup,9,1,3,0,5,2,7,0,3,6,0,9,6,3
1241,1242,1242,white,age.gp2,Tr,NoTrade,NoGroup,14,2,7,2,3,1,11,2,3,11,0,14,9,5
1721,1722,1722,white,age.gp2,NoTr,NoTrade,Group,18,0,9,8,1,2,16,0,7,11,2,16,12,6
2866,2867,2867,white,age.gp2,Tr,NoTrade,Group,17,1,10,4,2,3,13,1,8,9,2,15,12,5
2880,2881,2881,white,age.gp2,NoTr,NoTrade,NoGroup,11,0,5,5,1,1,9,1,5,6,0,11,6,5
2929,2930,2930,white,age.gp4,NoTr,NoTrade,Group,11,1,5,1,4,0,10,1,6,5,0,11,9,2
1085,1086,1086,black,age.gp2,Tr,NoTrade,NoGroup,8,1,4,2,1,2,5,1,5,3,1,7,5,3
1727,1728,1728,white,age.gp3,Tr,NoTrade,Group,19,1,10,2,6,0,18,1,7,12,3,16,14,5
1943,1944,1944,white,age.gp4,NoTr,NoTrade,Group,14,0,8,1,5,1,12,1,8,6,0,14,11,3
2255,2256,2256,white,age.gp4,Tr,NoTrade,Group,12,0,3,3,6,0,12,0,4,8,0,12,7,5
2750,2751,2751,white,age.gp3,NoTr,NoTrade,NoGroup,9,2,5,0,2,2,6,1,4,5,0,9,7,2
2809,2810,2810,other,age.gp2,NoTr,NoTrade,NoGroup,5,0,2,1,2,1,4,0,2,3,0,5,4,1
1427,1428,1428,white,age.gp2,Tr,NoTrade,Group,22,1,15,2,4,2,18,2,11,11,0,22,13,9
2815,2816,2816,other,age.gp2,NoTr,NoTrade,NoGroup,4,0,4,0,0,0,4,0,3,1,0,4,3,1
2869,2870,2870,white,age.gp1,NoTr,NoTrade,Group,22,12,8,0,2,4,14,4,10,12,1,21,9,13
2943,2944,2944,white,age.gp4,NoTr,NoTrade,Group,7,0,3,4,0,0,7,0,3,4,0,7,5,2
233,234,234,white,age.gp2,Tr,NoTrade,Group,22,1,13,5,3,4,17,1,7,15,3,19,14,8
469,470,470,black,age.gp3,NoTr,Trade,Group,14,1,4,5,4,4,10,0,4,10,3,11,6,8
887,888,888,white,age.gp3,NoTr,Trade,Group,15,1,12,2,0,3,11,1,10,5,2,13,13,2
2009,2010,2010,black,age.gp4,NoTr,NoTrade,NoGroup,6,0,3,3,0,1,5,0,4,2,0,6,4,2
2394,2395,2395,black,age.gp2,NoTr,NoTrade,NoGroup,6,0,2,2,2,2,4,0,2,4,1,5,5,1
2480,2481,2481,other,age.gp1,NoTr,NoTrade,NoGroup,5,2,2,0,1,0,5,0,4,1,1,4,3,2
2672,2673,2673,white,age.gp3,NoTr,NoTrade,NoGroup,13,3,6,3,1,0,11,2,7,6,1,12,10,3
2713,2714,2714,white,age.gp4,NoTr,NoTrade,Group,12,1,3,2,6,1,9,2,5,7,2,10,9,3
1736,1737,1737,white,age.gp3,Tr,NoTrade,Group,19,6,4,3,6,0,17,2,4,15,1,18,11,8
1799,1800,1800,white,age.gp4,Tr,NoTrade,Group,19,0,4,5,10,1,17,1,10,9,1,18,15,4
2423,2424,2424,white,age.gp3,NoTr,Trade,Group,16,3,5,5,3,2,12,2,3,13,2,14,10,6
254,255,255,white,age.gp4,NoTr,NoTrade,NoGroup,13,2,4,1,6,2,9,2,3,10,0,13,9,4
277,278,278,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,2,0,0,3,0,2,1,0,3,3,0
525,526,526,black,age.gp3,NoTr,NoTrade,NoGroup,10,2,3,3,2,3,6,1,4,6,2,8,5,5
526,527,527,white,age.gp4,NoTr,NoTrade,NoGroup,8,0,3,2,3,0,8,0,4,4,1,7,6,2
555,556,556,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,2,0,3,0,5,0,1,4,0,5,3,2
1195,1196,1196,white,age.gp4,Tr,NoTrade,NoGroup,3,0,1,0,2,1,2,0,2,1,0,3,2,1
1656,1657,1657,other,age.gp2,NoTr,NoTrade,NoGroup,7,0,4,2,1,2,5,0,3,4,1,6,6,1
2963,2964,2964,white,age.gp2,NoTr,NoTrade,NoGroup,10,0,6,2,2,0,10,0,7,3,0,10,7,3
336,337,337,white,age.gp2,Tr,NoTrade,NoGroup,8,1,5,1,1,1,7,0,4,4,0,8,5,3
831,832,832,white,age.gp3,NoTr,NoTrade,NoGroup,9,3,4,1,1,2,7,0,2,7,3,6,5,4
1919,1920,1920,other,age.gp2,NoTr,NoTrade,NoGroup,5,0,4,1,0,0,5,0,3,2,0,5,5,0
2029,2030,2030,white,age.gp4,Tr,NoTrade,Group,14,0,4,1,9,1,13,0,10,4,1,13,10,4
2159,2160,2160,white,age.gp2,Tr,NoTrade,NoGroup,11,1,7,3,0,2,8,1,6,5,2,9,4,7
2250,2251,2251,white,age.gp4,Tr,NoTrade,Group,10,0,4,0,6,1,8,1,4,6,1,9,8,2
2275,2276,2276,black,age.gp2,Tr,Trade,Group,13,0,5,4,4,8,5,0,3,10,1,12,7,6
2291,2292,2292,other,age.gp2,Tr,NoTrade,Group,9,0,4,3,2,2,7,0,5,4,0,9,6,3
2335,2336,2336,white,age.gp3,Tr,NoTrade,Group,16,6,5,1,4,2,12,2,6,10,3,13,9,7
2657,2658,2658,white,age.gp2,NoTr,NoTrade,Group,22,2,12,6,2,2,18,2,7,15,1,21,17,5
237,238,238,white,age.gp2,Tr,NoTrade,Group,24,2,11,7,4,4,18,2,3,21,3,21,15,9
508,509,509,white,age.gp2,Tr,NoTrade,NoGroup,9,1,5,2,1,0,6,3,5,4,1,8,8,1
610,611,611,other,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,1,1,0,3,0,1,2,0,3,3,0
781,782,782,white,age.gp2,NoTr,NoTrade,NoGroup,11,0,8,3,0,3,5,3,4,7,1,10,6,5
1142,1143,1143,white,age.gp1,NoTr,NoTrade,NoGroup,8,6,1,1,0,1,5,2,6,2,0,8,3,5
1551,1552,1552,white,age.gp3,NoTr,NoTrade,Group,18,0,5,9,4,3,15,0,10,8,1,17,14,4
1955,1956,1956,white,age.gp4,NoTr,NoTrade,Group,15,2,3,2,8,1,12,2,7,8,1,14,14,1
2124,2125,2125,white,age.gp3,NoTr,NoTrade,Group,17,3,5,5,4,2,12,3,7,10,1,16,13,4
2134,2135,2135,other,age.gp2,NoTr,NoTrade,NoGroup,6,1,3,2,0,1,5,0,2,4,0,6,5,1
2613,2614,2614,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,4,1,0,0,5,0,2,3,0,5,5,0
2974,2975,2975,white,age.gp1,NoTr,NoTrade,Group,21,10,4,1,6,2,15,4,11,10,3,18,14,7
655,656,656,white,age.gp2,Tr,NoTrade,NoGroup,14,0,5,5,4,3,10,1,4,10,3,11,10,4
1206,1207,1207,white,age.gp4,Tr,NoTrade,NoGroup,5,0,2,0,3,1,4,0,3,2,1,4,5,0
1544,1545,1545,white,age.gp2,NoTr,NoTrade,NoGroup,10,0,6,3,1,0,10,0,5,5,1,9,9,1
1601,1602,1602,white,age.gp2,Tr,NoTrade,NoGroup,10,2,4,1,3,0,9,1,4,6,1,9,6,4
1670,1671,1671,white,age.gp2,Tr,NoTrade,NoGroup,8,0,6,0,2,0,6,2,2,6,1,7,4,4
2185,2186,2186,white,age.gp4,NoTr,NoTrade,NoGroup,8,1,2,1,4,1,7,0,3,5,0,8,6,2
579,580,580,other,age.gp4,NoTr,NoTrade,NoGroup,5,0,1,1,3,0,5,0,4,1,0,5,5,0
2148,2149,2149,other,age.gp2,NoTr,NoTrade,NoGroup,4,0,2,0,2,1,3,0,2,2,0,4,3,1
2481,2482,2482,other,age.gp1,NoTr,NoTrade,NoGroup,12,3,5,2,2,0,12,0,7,5,0,12,8,4
240,241,241,white,age.gp2,Tr,NoTrade,Group,24,3,10,7,4,1,23,0,10,14,4,20,19,5
844,845,845,white,age.gp2,Tr,NoTrade,NoGroup,11,0,7,2,2,0,11,0,5,6,1,10,7,4
1338,1339,1339,white,age.gp3,NoTr,NoTrade,NoGroup,9,0,3,4,2,0,8,1,7,2,0,9,8,1
2214,2215,2215,black,age.gp4,NoTr,Trade,Group,8,0,3,2,3,6,2,0,3,5,1,7,3,5
2588,2589,2589,white,age.gp4,NoTr,NoTrade,Group,9,0,3,2,4,1,8,0,5,4,1,8,6,3
2696,2697,2697,white,age.gp4,NoTr,NoTrade,Group,18,2,6,1,9,1,17,0,8,10,4,14,13,5
698,699,699,white,age.gp4,Tr,NoTrade,Group,8,2,2,1,3,0,8,0,4,4,0,8,5,3
879,880,880,white,age.gp3,NoTr,Trade,Group,15,3,5,3,4,0,12,3,8,7,1,14,8,7
1026,1027,1027,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
1420,1421,1421,white,age.gp2,NoTr,NoTrade,Group,22,0,13,5,4,2,17,3,10,12,1,21,12,10
1807,1808,1808,white,age.gp2,Tr,NoTrade,Group,25,2,13,8,2,3,21,1,12,13,1,24,17,8
1865,1866,1866,white,age.gp3,NoTr,NoTrade,Group,17,1,7,5,4,1,13,3,6,11,3,14,10,7
2151,2152,2152,other,age.gp2,NoTr,NoTrade,NoGroup,6,0,3,2,1,0,6,0,3,3,0,6,3,3
2369,2370,2370,black,age.gp2,Tr,NoTrade,Group,12,0,7,3,2,6,5,1,3,9,2,10,7,5
2648,2649,2649,white,age.gp2,NoTr,NoTrade,Group,17,2,11,3,1,2,14,1,6,11,1,16,11,6
2692,2693,2693,white,age.gp4,NoTr,NoTrade,Group,12,2,4,0,6,3,9,0,6,6,0,12,7,5
2703,2704,2704,white,age.gp4,NoTr,NoTrade,Group,7,0,2,3,2,0,7,0,3,4,0,7,7,0
2835,2836,2836,black,age.gp2,NoTr,NoTrade,NoGroup,12,0,5,5,2,9,3,0,4,8,2,10,6,6
2920,2921,2921,white,age.gp1,NoTr,NoTrade,NoGroup,8,5,2,0,1,0,5,3,2,6,1,7,5,3
503,504,504,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
985,986,986,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,0,3,1,3,0,1,3,0,4,2,2
1295,1296,1296,white,age.gp4,NoTr,NoTrade,Group,11,0,5,2,4,1,9,1,6,5,1,10,8,3
1591,1592,1592,white,age.gp4,Tr,NoTrade,Group,11,0,4,0,7,0,11,0,6,5,0,11,6,5
243,244,244,white,age.gp2,Tr,NoTrade,Group,25,4,11,7,3,3,19,3,11,14,0,25,13,12
902,903,903,other,age.gp1,Tr,NoTrade,NoGroup,6,0,1,3,2,1,5,0,1,5,1,5,4,2
948,949,949,white,age.gp3,Tr,NoTrade,Group,18,2,10,2,4,2,15,1,5,13,1,17,15,3
1114,1115,1115,other,age.gp1,NoTr,NoTrade,NoGroup,2,0,1,0,1,0,2,0,1,1,0,2,1,1
1268,1269,1269,black,age.gp3,NoTr,NoTrade,NoGroup,3,0,1,2,0,2,1,0,1,2,1,2,2,1
1486,1487,1487,white,age.gp4,NoTr,NoTrade,NoGroup,5,1,2,0,2,0,4,1,2,3,1,4,3,2
2099,2100,2100,black,age.gp3,NoTr,NoTrade,NoGroup,6,0,3,2,1,2,4,0,5,1,0,6,5,1
323,324,324,white,age.gp4,NoTr,NoTrade,Group,14,1,4,2,7,2,10,2,5,9,0,14,7,7
574,575,575,other,age.gp4,NoTr,NoTrade,NoGroup,3,0,2,1,0,0,3,0,3,0,0,3,3,0
1106,1107,1107,other,age.gp1,NoTr,NoTrade,NoGroup,7,3,1,2,1,0,7,0,5,2,1,6,5,2
1986,1987,1987,white,age.gp4,Tr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
2557,2558,2558,other,age.gp1,NoTr,NoTrade,NoGroup,2,1,1,0,0,0,2,0,1,1,0,2,1,1
2580,2581,2581,white,age.gp4,NoTr,NoTrade,Group,3,0,1,1,1,1,2,0,2,1,1,2,2,1
2868,2869,2869,white,age.gp1,NoTr,NoTrade,Group,26,12,6,6,2,1,18,7,8,18,4,22,15,11
882,883,883,white,age.gp3,NoTr,Trade,Group,9,1,3,1,4,1,5,3,4,5,2,7,6,3
947,948,948,white,age.gp3,Tr,NoTrade,Group,15,1,5,2,7,1,13,1,5,10,2,13,11,4
2035,2036,2036,white,age.gp4,Tr,NoTrade,Group,10,0,4,0,6,1,9,0,3,7,1,9,5,5
2157,2158,2158,other,age.gp2,NoTr,NoTrade,NoGroup,6,0,4,2,0,0,6,0,2,4,0,6,3,3
2559,2560,2560,white,age.gp4,NoTr,NoTrade,Group,10,0,6,1,3,1,9,0,6,4,2,8,8,2
